HPSA_Name,HPSA_ID,Designation_Type,HPSA_Discipline_Class,HPSA_Score,Primary_State_Abbreviation,HPSA_Status,HPSA_Designation_Date,Withdrawn_Date,County_Name,HPSA_Population_Type,pct_of_pop_below_poverty,Longitude,Latitude
Dodgeville/Mineral Point,1559995562,Geographic HPSA,Primary Care,0,WI,Withdrawn,03/31/1992,05/30/1997,,Geographic Population,11.2,,
Downtown Waukesha Service Area,15599955F6,Geographic HPSA,Primary Care,10,WI,Withdrawn,08/19/2008,06/27/2013,,Geographic Population,,,
Durand,1553751702,Geographic HPSA,Primary Care,8,WI,Designated,03/25/2002,,,Geographic Population,12,,
Durand,1559995573,Geographic HPSA,Primary Care,0,WI,Withdrawn,09/01/1994,03/25/2000,,Geographic Population,10.7,,
E. Marinette/S. Menominee(MI/WI),1559995566,Geographic HPSA,Primary Care,0,WI,Withdrawn,09/29/1992,03/07/1997,,Geographic Population,10.7,,
East Silver Spring,1559995542,Geographic HPSA,Primary Care,0,WI,Withdrawn,06/23/1982,12/28/1988,,Geographic Population,0,,
Elcho Service Area,1559995536,Geographic HPSA,Primary Care,0,WI,Withdrawn,10/26/1978,01/26/2012,,Geographic Population,,,
Florence,1559995513,Geographic HPSA,Primary Care,0,WI,Withdrawn,05/20/1978,05/21/1981,,Geographic Population,0,,
Florence County,1554436013,Geographic HPSA,Primary Care,11,WI,Designated,03/31/1995,,,Geographic Population,10.4,,
Forest,155041,Geographic HPSA,Primary Care,0,WI,Withdrawn,11/06/1990,05/10/2011,,Geographic Population,,,
Forest,1559995514,Geographic HPSA,Primary Care,0,WI,Withdrawn,05/20/1978,05/21/1981,,Geographic Population,0,,
Fort Atkinson,1559995516,Geographic HPSA,Primary Care,0,WI,Withdrawn,06/12/1978,03/26/1984,,Geographic Population,8,,
Frederic/Luck,1559995556,Geographic HPSA,Primary Care,0,WI,Withdrawn,09/25/1989,08/25/2011,,Geographic Population,,,
Galesville/Trempealeau,1559615474,Geographic HPSA,Primary Care,12,WI,Designated,01/07/1985,,,Geographic Population,11.4,,
Genoa,1559995501,Geographic HPSA,Primary Care,0,WI,Withdrawn,04/21/1978,09/20/1999,,Geographic Population,10.5,,
Gilman,1559995560,Geographic HPSA,Primary Care,0,WI,Withdrawn,10/09/1990,03/01/1991,,Geographic Population,0,,
Grant,155043,Geographic HPSA,Primary Care,0,WI,Withdrawn,06/12/1978,03/26/1984,,Geographic Population,12,,
Hayward/Radisson,1559995540,Geographic HPSA,Primary Care,0,WI,Withdrawn,06/26/1981,03/27/2008,,Geographic Population,12.7,,
Hurley/Mercer,1559128476,Geographic HPSA,Primary Care,9,WI,Designated,04/05/2012,,,Geographic Population,15.4,,
Inner City North (Milwaukee),1559995523,Geographic HPSA,Primary Care,0,WI,Withdrawn,05/20/1978,12/10/1997,,Geographic Population,46.5,,
Inner City West,1559995570,Geographic HPSA,Primary Care,0,WI,Withdrawn,04/13/1994,09/11/2006,,Geographic Population,39.6,,
Iowa,155049,Geographic HPSA,Primary Care,0,WI,Withdrawn,06/12/1978,03/26/1984,,Geographic Population,11,,
Juneautown Service Area,1559995548,Geographic HPSA,Primary Care,0,WI,Withdrawn,03/26/1984,11/03/2011,,Geographic Population,,,
Kewaunee City/Algoma,1559995544,Geographic HPSA,Primary Care,0,WI,Withdrawn,12/13/1982,12/13/2001,,Geographic Population,8.9,,
Kewaunee County,1559428809,Geographic HPSA,Primary Care,7,WI,Designated,04/10/2008,,,Geographic Population,10,,
Kickapoo Valley,1559995504,Geographic HPSA,Primary Care,0,WI,Withdrawn,04/21/1978,03/26/1984,,Geographic Population,0,,
La Pointe Town,1558046815,Geographic HPSA,Primary Care,9,WI,Designated,09/01/2017,,,Geographic Population,4.8,,
Lafayette,155065,Geographic HPSA,Primary Care,0,WI,Withdrawn,06/12/1978,11/02/1984,,Geographic Population,11,,
Lafayette County,1552727715,Geographic HPSA,Primary Care,10,WI,Designated,07/21/2017,,,Geographic Population,11.1,,
Lancaster/Fennimore,1559995565,Geographic HPSA,Primary Care,0,WI,Withdrawn,06/16/1992,03/06/1997,,Geographic Population,12.2,,
Land O'Lakes/Presque Isle,1559995543,Geographic HPSA,Primary Care,0,WI,Withdrawn,09/14/1982,07/28/2011,,Geographic Population,,,
Laona,1559995545,Geographic HPSA,Primary Care,0,WI,Withdrawn,08/19/1983,11/06/1990,,Geographic Population,17,,
Marinette,155075,Geographic HPSA,Primary Care,9,WI,Withdrawn,04/10/2008,09/11/2012,,Geographic Population,,,
Markesan/Kingston Service Area,1553444197,Geographic HPSA,Primary Care,10,WI,Designated,03/14/1989,,,Geographic Population,16.2,,
Marquette County,1554793436,Geographic HPSA,Primary Care,13,WI,Designated,11/09/2000,,,Geographic Population,13.1,,
Mauston/New Lisbon,1559995555,Geographic HPSA,Primary Care,0,WI,Withdrawn,07/26/1989,10/02/1995,,Geographic Population,13.1,,
Minong/Solon Springs,1557640714,Geographic HPSA,Primary Care,11,WI,Designated,06/29/1979,,,Geographic Population,9.1,,
Mondovi,1556079157,Geographic HPSA,Primary Care,10,WI,Designated,03/02/1982,,,Geographic Population,12.6,,
Montello,1559995546,Geographic HPSA,Primary Care,0,WI,Withdrawn,07/27/1983,11/09/2000,,Geographic Population,11.3,,
Mountain/White Lake,1559995508,Geographic HPSA,Primary Care,13,WI,Withdrawn,06/14/1978,06/26/2017,,Geographic Population,8.4,,
Oconto County,1556313346,Geographic HPSA,Primary Care,7,WI,Designated,10/17/2016,,,Geographic Population,10.1,,
Oconto/Oconto Falls,1559995503,Geographic HPSA,Primary Care,12,WI,Withdrawn,06/29/1979,09/11/2012,,Geographic Population,,,
Osseo,1559995534,Geographic HPSA,Primary Care,0,WI,Withdrawn,09/10/1981,06/11/1997,,Geographic Population,17.5,,
Park Falls/Phillips,1559995507,Geographic HPSA,Primary Care,0,WI,Withdrawn,09/17/1979,12/31/1996,,Geographic Population,13.4,,
Pepin,155091,Geographic HPSA,Primary Care,0,WI,Withdrawn,03/02/1982,03/26/1984,,Geographic Population,9,,
Platteville/Cuba City,1559995551,Geographic HPSA,Primary Care,0,WI,Withdrawn,11/02/1984,12/08/2000,,Geographic Population,13.6,,
Price/Mellen,155999559U,Geographic HPSA,Primary Care,0,WI,Withdrawn,09/10/2001,03/09/2012,,Geographic Population,,,
Pulaski,1559995522,Geographic HPSA,Primary Care,0,WI,Withdrawn,06/14/1978,06/29/2012,,Geographic Population,,,
Racine (City),1559995521,Geographic HPSA,Primary Care,0,WI,Withdrawn,05/20/1978,03/26/1984,,Geographic Population,0,,
Reedsville,1559995502,Geographic HPSA,Primary Care,0,WI,Withdrawn,06/14/1978,03/26/1984,,Geographic Population,0,,
Sawyer,155113,Geographic HPSA,Primary Care,16,WI,Withdrawn,03/20/2008,06/27/2013,,Geographic Population,,,
Shawano County,1556384466,Geographic HPSA,Primary Care,8,WI,Designated,10/14/2016,,,Geographic Population,11.5,,
Sister Bay/Washington Island,1551496422,Geographic HPSA,Primary Care,13,WI,Designated,12/01/1980,,,Geographic Population,13.3,,
South Madison,15599955A3,Geographic HPSA,Primary Care,0,WI,Withdrawn,03/12/2002,11/03/2011,,Geographic Population,,,
Spooner/Shell Lake,1559995567,Geographic HPSA,Primary Care,0,WI,Withdrawn,11/13/1992,02/04/1997,,Geographic Population,15,,
Spring Green/Plain,1559995563,Geographic HPSA,Primary Care,0,WI,Withdrawn,05/29/1992,01/11/2002,,Geographic Population,9.5,,
Stanley-Cornell Service Area,1555653563,Geographic HPSA,Primary Care,10,WI,Designated,03/12/2002,,,Geographic Population,14,,
Sturgeon Bay,1559995557,Geographic HPSA,Primary Care,0,WI,Withdrawn,02/12/1990,06/29/2012,,Geographic Population,,,
Tigerton/Birnamwood,1559995512,Geographic HPSA,Primary Care,0,WI,Withdrawn,05/30/1978,07/27/2011,,Geographic Population,,,
Tomahawk,1559995518,Geographic HPSA,Primary Care,0,WI,Withdrawn,05/30/1978,08/27/1997,,Geographic Population,8.9,,
W. Marinette,1559995535,Geographic HPSA,Primary Care,0,WI,Withdrawn,12/20/1978,01/24/2003,,Geographic Population,16,,
Waupun,1559995509,Geographic HPSA,Primary Care,0,WI,Withdrawn,06/12/1978,03/26/1984,,Geographic Population,0,,
Waushara,155137,Geographic HPSA,Primary Care,0,WI,Withdrawn,01/26/1981,07/06/2011,,Geographic Population,,,
Wautoma/Plainfield/Wild Rose,1559995558,Geographic HPSA,Primary Care,0,WI,Withdrawn,06/29/1990,11/24/2000,,Geographic Population,14.4,,
Whitewater,1559995538,Geographic HPSA,Primary Care,0,WI,Withdrawn,03/26/1981,03/26/1984,,Geographic Population,8,,
Wittenberg/Bowler,15599955Z7,Geographic HPSA,Primary Care,10,WI,Withdrawn,07/27/2011,06/26/2017,,Geographic Population,,,
Baker,1549995404,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/10/1979,11/03/2011,,Geographic Population,,,
Barbour County,154001,Geographic HPSA,Primary Care,8,WV,Withdrawn,09/27/2012,06/26/2017,,Geographic Population,,,
Berkeley,154003,Geographic HPSA,Primary Care,0,WV,Withdrawn,12/22/1978,03/12/1982,,Geographic Population,13,,
Cabin Creek,1549995407,Geographic HPSA,Primary Care,0,WV,Withdrawn,03/14/1984,05/30/1997,,Geographic Population,25.1,,
Cabin Run,1549995418,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/31/1978,08/21/1991,,Geographic Population,17.2,,
Cameron Service Area,1549995413,Geographic HPSA,Primary Care,11,WV,Withdrawn,05/31/1978,11/26/2012,,Geographic Population,,,
Capon Bridge,1549995416,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/31/1978,04/12/1991,,Geographic Population,19.5,,
Cedar Grove,1549995432,Geographic HPSA,Primary Care,0,WV,Withdrawn,03/14/1984,10/28/1992,,Geographic Population,14.2,,
Chapmanville,1549995422,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/31/1978,03/14/1984,,Geographic Population,0,,
Clendenin Service Area,1549995439,Geographic HPSA,Primary Care,0,WV,Withdrawn,09/10/1984,11/03/2011,,Geographic Population,,,
Doddridge/Salem,1549995437,Geographic HPSA,Primary Care,0,WV,Withdrawn,06/26/1984,05/28/2002,,Geographic Population,19,,
Gilbert,1549995420,Geographic HPSA,Primary Care,0,WV,Withdrawn,03/14/1984,04/12/2006,,Geographic Population,25.5,,
Graham/Waggener,1549995406,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/31/1978,01/21/1994,,Geographic Population,20.8,,
Grant,1549995441,Geographic HPSA,Primary Care,0,WV,Withdrawn,10/30/1984,06/30/1988,,Geographic Population,13,,
Grant County,1544117002,Geographic HPSA,Primary Care,12,WV,Designated,03/21/2017,,,Geographic Population,17.5,,
Greenbrier,1549995409,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/10/1978,11/03/2011,,Geographic Population,,,
Gulf,1549995427,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/01/1978,06/30/1988,,Geographic Population,0,,
Guyandotte,1549995440,Geographic HPSA,Primary Care,0,WV,Withdrawn,10/30/1984,09/20/1999,,Geographic Population,34.3,,
Hampshire County,1547813927,Geographic HPSA,Primary Care,9,WV,Designated,02/24/2014,,,Geographic Population,20.7,,
Harrisville,1549995433,Geographic HPSA,Primary Care,0,WV,Withdrawn,03/14/1984,03/19/1993,,Geographic Population,0,,
Jackson County,1549469159,Geographic HPSA,Primary Care,8,WV,Designated,09/26/2016,,,Geographic Population,18.9,,
Jefferson,154037,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/31/1978,03/25/1987,,Geographic Population,13,,
Jefferson,1549995421,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/31/1978,03/14/1984,,Geographic Population,0,,
Kermit,1549995419,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/31/1978,04/12/2006,,Geographic Population,36.3,,
Lewis,154041,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/31/1978,05/30/1997,,Geographic Population,23.7,,
Marlinton,1549995449,Geographic HPSA,Primary Care,0,WV,Withdrawn,12/31/1992,05/30/1997,,Geographic Population,23.6,,
Masontown Service Area,1549995445,Geographic HPSA,Primary Care,0,WV,Withdrawn,02/21/1992,11/03/2011,,Geographic Population,,,
Matewan,1549995424,Geographic HPSA,Primary Care,0,WV,Withdrawn,03/14/1984,09/20/1999,,Geographic Population,31.7,,
Matoaka Service Area,1549995444,Geographic HPSA,Primary Care,0,WV,Withdrawn,09/14/1990,11/03/2011,,Geographic Population,,,
McDowell,154047,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/31/1978,05/30/1997,,Geographic Population,37.7,,
McDowell,1549995455,Geographic HPSA,Primary Care,0,WV,Withdrawn,04/11/2000,01/13/2005,,Geographic Population,24.2,,
McDowell County,1545286351,Geographic HPSA,Primary Care,16,WV,Designated,03/27/2017,,,Geographic Population,35.2,,
Mercer,1549995410,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/31/1978,04/04/1985,,Geographic Population,22,,
Mineral,154057,Geographic HPSA,Primary Care,0,WV,Withdrawn,08/21/1991,01/19/2010,,Geographic Population,14.7,,
Mingo,154059,Geographic HPSA,Primary Care,0,WV,Withdrawn,04/12/2006,11/03/2011,,Geographic Population,,,
Monroe County,154063,Geographic HPSA,Primary Care,10,WV,Withdrawn,05/31/1979,06/26/2017,,Geographic Population,,,
Moorefield,1549995408,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/30/1979,01/21/1994,,Geographic Population,16.7,,
Morgan,154065,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/16/1980,03/14/1984,,Geographic Population,16,,
Mountaineer - Raleigh,1549995426,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/01/1978,09/17/1982,,Geographic Population,29,,
Mt. Storm - Union District,1549995401,Geographic HPSA,Primary Care,13,WV,Withdrawn,05/31/1978,06/26/2017,,Geographic Population,17,,
New Haven Service Area,1549995435,Geographic HPSA,Primary Care,16,WV,Withdrawn,03/14/1984,06/26/2017,,Geographic Population,20.5,,
Nicholas,154067,Geographic HPSA,Primary Care,0,WV,Withdrawn,07/16/1981,03/14/1984,,Geographic Population,16,,
Northwest Raleigh Service Area,1549995425,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/01/1978,11/03/2011,,Geographic Population,,,
Oak Hill,1549995411,Geographic HPSA,Primary Care,0,WV,Withdrawn,10/22/1984,12/31/1996,,Geographic Population,24.6,,
Paw Paw,1549995453,Geographic HPSA,Primary Care,0,WV,Withdrawn,10/16/1995,05/08/2012,,Geographic Population,,,
Pendleton,154071,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/31/1978,11/03/2011,,Geographic Population,,,
Pleasants County,154073,Geographic HPSA,Primary Care,5,WV,Withdrawn,09/24/1984,06/26/2017,,Geographic Population,19,,
Pocahontas,154075,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/31/1978,07/16/1981,,Geographic Population,13,,
Pocatalico,1549995438,Geographic HPSA,Primary Care,0,WV,Withdrawn,08/10/1984,09/20/1999,,Geographic Population,14.9,,
Preston,154077,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/31/1978,03/14/1984,,Geographic Population,18,,
Rainelle,1549995448,Geographic HPSA,Primary Care,0,WV,Withdrawn,11/30/1992,11/03/2011,,Geographic Population,,,
Richwood,1549995450,Geographic HPSA,Primary Care,14,WV,Withdrawn,05/11/1993,06/26/2017,,Geographic Population,23.2,,
Ritchie,154085,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/31/1978,11/03/2011,,Geographic Population,,,
Roane,154087,Geographic HPSA,Primary Care,0,WV,Withdrawn,06/13/1983,11/03/2011,,Geographic Population,,,
Rock Cave,1549995405,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/31/1978,03/08/2002,,Geographic Population,29,,
Rowlesburg/Eglon,1549995434,Geographic HPSA,Primary Care,0,WV,Withdrawn,03/14/1984,11/03/2011,,Geographic Population,,,
Shady Spring/Jumping Branch,1549995429,Geographic HPSA,Primary Care,0,WV,Withdrawn,09/17/1982,01/21/1994,,Geographic Population,0,,
Shinnston/Fairmont,1549995423,Geographic HPSA,Primary Care,0,WV,Withdrawn,04/17/1978,01/21/1994,,Geographic Population,18.9,,
Southeast Logan County,1549995457,Geographic HPSA,Primary Care,0,WV,Withdrawn,06/15/2001,11/03/2011,,Geographic Population,,,
Summerville,1549995403,Geographic HPSA,Primary Care,0,WV,Withdrawn,03/14/1984,10/28/1992,,Geographic Population,25,,
Taylor,154091,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/31/1978,11/03/2011,,Geographic Population,,,
Teays Valley,1549995428,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/31/1978,06/30/1988,,Geographic Population,0,,
Tucker,154093,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/31/1978,09/15/2000,,Geographic Population,17,,
Tyler,1549995412,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/31/1978,03/14/1984,,Geographic Population,0,,
Upper Tygart Valley,1549995430,Geographic HPSA,Primary Care,0,WV,Withdrawn,10/04/1983,09/24/1984,,Geographic Population,19,,
Wayne,154099,Geographic HPSA,Primary Care,0,WV,Withdrawn,05/31/1978,06/19/1992,,Geographic Population,23.5,,
Wayne/Fort Gay,1549995447,Geographic HPSA,Primary Care,0,WV,Withdrawn,06/19/1992,11/03/2011,,Geographic Population,,,
Wetzel County,154103,Geographic HPSA,Primary Care,8,WV,Withdrawn,06/18/2013,06/26/2017,,Geographic Population,,,
Whitesville,1549995446,Geographic HPSA,Primary Care,0,WV,Withdrawn,04/17/1992,11/09/1994,,Geographic Population,21,,
Wirt County,1548223484,Geographic HPSA,Primary Care,14,WV,Designated,04/13/2017,,,Geographic Population,19.1,,
Afton,1569995614,Geographic HPSA,Primary Care,0,WY,Withdrawn,03/14/1984,06/28/1988,,Geographic Population,11,,
Big Horn County,1566923479,Geographic HPSA,Primary Care,8,WY,Designated,07/17/1997,,,Geographic Population,10.8,,
Big Piney/Marbleton,1569995619,Geographic HPSA,Primary Care,0,WY,Withdrawn,06/26/1987,01/21/1994,,Geographic Population,7.6,,
Carbon County,1561177974,Geographic HPSA,Primary Care,14,WY,Designated,11/08/1989,,,Geographic Population,14.9,,
Chugwater,1569995627,Geographic HPSA,Primary Care,0,WY,Withdrawn,08/16/1996,09/17/2001,,Geographic Population,10.5,,
Converse County,156009,Geographic HPSA,Primary Care,10,WY,Withdrawn,05/07/1981,03/12/2014,,Geographic Population,,,
Crook County,1566547237,Geographic HPSA,Primary Care,11,WY,Designated,03/31/1992,,,Geographic Population,4.9,,
Douglas,1569995617,Geographic HPSA,Primary Care,0,WY,Withdrawn,07/23/1985,12/31/1990,,Geographic Population,6,,
Dubois,1566948303,Geographic HPSA,Primary Care,13,WY,Designated,06/28/1988,,,Geographic Population,3.1,,
Eastern Sheridan County,1564436920,Geographic HPSA,Primary Care,15,WY,Designated,11/18/2010,,,Geographic Population,3.3,,
Eastern Uinta,1568444714,Geographic HPSA,Primary Care,16,WY,Designated,01/15/2009,,,Geographic Population,11.2,,
Glendo,1569995629,Geographic HPSA,Primary Care,0,WY,Withdrawn,08/16/1996,09/17/2001,,Geographic Population,15.4,,
Glenrock,1564705202,Geographic HPSA,Primary Care,12,WY,Designated,03/12/2014,,,Geographic Population,11,,
Goshen,156015,Geographic HPSA,Primary Care,0,WY,Withdrawn,12/19/2007,03/30/2012,,Geographic Population,,,
Greybull/Basin,1569995601,Geographic HPSA,Primary Care,0,WY,Withdrawn,04/02/1981,07/17/1997,,Geographic Population,16.6,,
Guernsey,1569995628,Geographic HPSA,Primary Care,0,WY,Withdrawn,08/16/1996,09/17/2001,,Geographic Population,13.5,,
Hot Springs,156017,Geographic HPSA,Primary Care,0,WY,Withdrawn,07/11/2003,02/22/2012,,Geographic Population,,,
Hulett,1569995605,Geographic HPSA,Primary Care,0,WY,Withdrawn,09/11/1978,03/31/1992,,Geographic Population,12,,
Jeffrey City,1569995602,Geographic HPSA,Primary Care,0,WY,Withdrawn,04/05/1978,10/02/1995,,Geographic Population,6,,
Kaycee Service Area,1565158613,Geographic HPSA,Primary Care,8,WY,Designated,11/30/1992,,,Geographic Population,3.2,,
Kemmerer (East and West),1562598744,Geographic HPSA,Primary Care,12,WY,Designated,03/14/1984,,,Geographic Population,5.2,,
Lincoln,156023,Geographic HPSA,Primary Care,0,WY,Withdrawn,09/11/1978,06/02/1986,,Geographic Population,11,,
Lovell,1569995624,Geographic HPSA,Primary Care,0,WY,Withdrawn,08/26/1993,07/17/1997,,Geographic Population,16.3,,
Lyman,1569995616,Geographic HPSA,Primary Care,0,WY,Withdrawn,01/25/1985,09/30/1998,,Geographic Population,7.8,,
Meeteetse Division,1568443783,Geographic HPSA,Primary Care,8,WY,Designated,03/14/1995,,,Geographic Population,3.7,,
Moorcroft,1569995615,Geographic HPSA,Primary Care,0,WY,Withdrawn,03/14/1984,03/31/1992,,Geographic Population,7,,
Niobrara County,1562609334,Geographic HPSA,Primary Care,14,WY,Designated,09/11/1978,,,Geographic Population,17.6,,
Northeast Natrona County,1568851704,Geographic HPSA,Primary Care,13,WY,Designated,03/14/1984,,,Geographic Population,13.6,,
Northern Platte County,1564070214,Geographic HPSA,Primary Care,13,WY,Withdrawn,11/02/2010,07/02/2018,,Geographic Population,16.4,,
Pine Bluffs,1563118211,Geographic HPSA,Primary Care,16,WY,Designated,05/01/1995,,,Geographic Population,7.9,,
