HPSA_Name,HPSA_ID,Designation_Type,HPSA_Discipline_Class,HPSA_Score,Primary_State_Abbreviation,HPSA_Status,HPSA_Designation_Date,Withdrawn_Date,County_Name,HPSA Population Type,pct_of_pop_below_poverty,Longitude,Latitude
Planned Parenthood Center of El Paso Inc.,74899948A7,Federally Qualified Health Center,Mental Health,0,TX,Withdrawn,3/1/2009,,El Paso County,,,-106.4735879,31.77327972
Llano County,7489383475,Geographic HPSA,Mental Health,17,TX,Designated,10/28/1994,,,Geographic Population,15,,
Eastham Prison,7489994817,Correctional Facility,Mental Health,0,TX,Withdrawn,9/16/1986,10/2/1995,,,,-99.33305008,31.46273304
Rice Medical Associates,74899948MD,Rural Health Clinic,Mental Health,14,TX,Designated,11/19/2010,,Colorado County,,,-96.34671029,29.58707475
The Access Health Richmond Center,748999482R,Federally Qualified Health Center,Mental Health,15,TX,Designated,12/2/2003,,Fort Bend County,,,-95.76011292,29.57831421
Kapu Medical Clinic,748999483B,Rural Health Clinic,Mental Health,0,TX,Designated,11/3/2003,,Jones County,,,-99.89545806,32.76859332
Kerrville State Hospital,7489994834,State Mental Hospital,Mental Health,0,TX,Withdrawn,2/13/1990,12/31/1996,,,,-99.33305008,31.46273304
Karnes County,7483960934,Geographic HPSA,Mental Health,17,TX,Designated,2/11/2008,,,Geographic Population,23.1,,
Presidio County Health Clinic,748999484K,Federally Qualified Health Center,Mental Health,20,TX,Designated,10/31/2006,,Presidio County,,,-104.3683211,29.58704452
Garza County,7482891237,Geographic HPSA,Mental Health,11,TX,Designated,12/7/2005,,,Geographic Population,12,,
MLK Jr. Family Center,748999481V,Federally Qualified Health Center,Mental Health,17,TX,Designated,11/26/2003,,Dallas County,,,-96.76708248,32.77025589
Collin County Adult Clinic,74899948MT,Federally Qualified Health Center Look A Like,Mental Health,13,TX,Designated,7/1/2014,,Collin County,,,-96.69900769,33.03206974
East Central,748999480W,High Needs Geographic HPSA,Mental Health,19,TX,Withdrawn,5/1/2002,7/2/2018,,Geographic Population,37.4,,
St. Hope Foundation,748999482I,Federally Qualified Health Center,Mental Health,18,TX,Designated,11/1/2013,,Harris County,,,-95.5048403,29.71533189
Palo Pinto County,7485356236,Geographic HPSA,Mental Health,15,TX,Designated,2/12/1990,,,Geographic Population,17.8,,
Scurry County,7485312188,Geographic HPSA,Mental Health,17,TX,Designated,10/28/1994,,,Geographic Population,12.7,,
Waller County,7484226314,High Needs Geographic HPSA,Mental Health,15,TX,Designated,7/15/2008,,,Geographic Population,19.3,,
Galveston MHMR,74899948MJ,Geographic HPSA,Mental Health,16,TX,Withdrawn,5/4/2011,7/2/2018,,Geographic Population,24.7,,
Local Service Area 8 (Camino Real),7489994862,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,2/11/2008,,Geographic Population,20.4,,
Maverick County,7489254766,High Needs Geographic HPSA,Mental Health,18,TX,Designated,2/11/2008,,,Geographic Population,29.8,,
San Antonio State Hospital,7489994830,State Mental Hospital,Mental Health,0,TX,Withdrawn,10/22/1984,11/3/2011,,,,-99.33305008,31.46273304
El Paso State Center,748999480P,State Mental Hospital,Mental Health,0,TX,Withdrawn,7/26/2001,11/3/2011,,,,-99.33305008,31.46273304
Aransas County,748007,Geographic HPSA,Mental Health,16,TX,Withdrawn,3/22/2010,7/2/2018,,Geographic Population,21.1,,
Hardin County,7488457164,Geographic HPSA,Mental Health,16,TX,Designated,8/31/2018,,,Geographic Population,11.7,,
Coleman County,7485348939,High Needs Geographic HPSA,Mental Health,16,TX,Designated,4/10/2008,,,Geographic Population,20.9,,
Van Horn Rural Health Clinic,748999480D,Rural Health Clinic,Mental Health,13,TX,Designated,7/11/2013,,Culberson County,,,-104.8331864,31.0503744
Kerr County,7488698820,Geographic HPSA,Mental Health,11,TX,Designated,10/28/1994,,,Geographic Population,16.2,,
Medina County,7485247664,Geographic HPSA,Mental Health,16,TX,Designated,12/2/2005,,,Geographic Population,15.6,,
Family Medical and Specialty Clinic,748999482Y,Rural Health Clinic,Mental Health,14,TX,Designated,11/5/2003,,Starr County,,,-98.86022666,26.37526715
Clearfork Health Clinic,74899948NG,Rural Health Clinic,Mental Health,10,TX,Designated,5/27/2015,,Fisher County,,,-100.435222,32.83413431
Irion,748235,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,11/3/2011,,Geographic Population,,,
Houston Community Health Center,748999484F,Federally Qualified Health Center,Mental Health,20,TX,Designated,4/30/2007,,Harris County,,,-95.30949416,29.78049599
Federal Correctional Institution - Bastrop,74899948C1,Correctional Facility,Mental Health,21,TX,Withdrawn,11/18/2009,6/27/2013,Bastrop County,,,-97.31507048,30.1865505
San Antonio South West,7481917878,High Needs Geographic HPSA,Mental Health,9,TX,Proposed For Withdrawal,3/16/2011,,,Geographic Population,31.5,,
Family Care Center,748999481S,Rural Health Clinic,Mental Health,13,TX,Designated,1/9/2014,,Pecos County,,,-102.8823039,30.88537587
Jim Hogg County,7483306455,High Needs Geographic HPSA,Mental Health,14,TX,Designated,12/21/2007,,,Geographic Population,15.8,,
Lufkin State School,748999480J,State Mental Hospital,Mental Health,0,TX,Withdrawn,7/26/2001,11/3/2011,,,,-99.33305008,31.46273304
Seymour Hospital Rural Health Clinic,74899948NX,Rural Health Clinic,Mental Health,15,TX,Designated,11/15/2016,,Baylor County,,,-99.24765992,33.58936298
Dimmit County,7485840239,High Needs Geographic HPSA,Mental Health,17,TX,Designated,2/11/2008,,,Geographic Population,20.9,,
South Central Houston,7482005876,Geographic HPSA,Mental Health,13,TX,Proposed For Withdrawal,5/5/2014,,,Geographic Population,27.9,,
Federal Correctional Complex - Beaumont,7483817330,Correctional Facility,Mental Health,12,TX,Designated,11/18/2009,,Jefferson County,,,-94.07963482,29.96305413
Gatesville Prison,7489994813,Correctional Facility,Mental Health,0,TX,Withdrawn,9/16/1986,10/2/1995,,,,-99.33305008,31.46273304
Low Income - Grayson County,7481242974,HPSA Population,Mental Health,16,TX,Proposed For Withdrawal,11/21/2013,,,Low Income Population HPSA,15.7,,
The Shepherds Community Health Center,64899948H2,Federally Qualified Health Center,Dental Health,0,TX,Withdrawn,9/30/2003,,Bee County,,,-97.74730737,28.40710022
Montgomery County,748339,Geographic HPSA,Mental Health,12,TX,Withdrawn,1/8/2010,6/25/2014,,Geographic Population,,,
CF-Leblanc Unit,7481171006,Correctional Facility,Mental Health,12,TX,Proposed For Withdrawal,7/12/2016,,Jefferson County,,,-94.04220035,29.99226902
Federal Correctional Institution - Three Rivers,7486252468,Correctional Facility,Mental Health,18,TX,Proposed For Withdrawal,11/18/2009,,Live Oak County,,,-98.14319225,28.48900918
Barry B Telford Unit,7482484177,Correctional Facility,Mental Health,12,TX,Designated,7/12/2016,,Bowie County,,,-94.47867369,33.42206823
Kimble County,7483081963,Geographic HPSA,Mental Health,12,TX,Designated,12/7/2005,,,Geographic Population,20.6,,
Haskell County,7484570027,Geographic HPSA,Mental Health,14,TX,Designated,4/14/2000,,,Geographic Population,21.2,,
Howard County,748227,High Needs Geographic HPSA,Mental Health,15,TX,Withdrawn,10/28/1994,7/2/2018,,Geographic Population,15.7,,
Lubbock State School,748999480H,State Mental Hospital,Mental Health,0,TX,Withdrawn,7/26/2001,11/3/2011,,,,-99.33305008,31.46273304
El Paso,7483474310,Geographic HPSA,Mental Health,14,TX,Designated,9/20/2017,,,Geographic Population,23.4,,
Oldham County,7481467170,Geographic HPSA,Mental Health,11,TX,Designated,9/14/2010,,,Geographic Population,16.7,,
CF-Mark West Michael Unit,7489161316,Correctional Facility,Mental Health,21,TX,Proposed For Withdrawal,7/8/2016,,Anderson County,,,-95.88833007,31.80572155
Eastland County,7485165667,High Needs Geographic HPSA,Mental Health,18,TX,Designated,4/9/2008,,,Geographic Population,20.6,,
Wise County,7483179283,Geographic HPSA,Mental Health,13,TX,Designated,4/14/2000,,,Geographic Population,10.2,,
Madison County,7488757762,High Needs Geographic HPSA,Mental Health,15,TX,Designated,2/11/2008,,,Geographic Population,23.5,,
Somervell County,7486751977,Geographic HPSA,Mental Health,12,TX,Designated,2/12/1990,,,Geographic Population,11.7,,
South Plains Rural Health,748999481X,Federally Qualified Health Center,Mental Health,17,TX,Designated,11/26/2003,,Hockley County,,,-102.3690799,33.57403688
La Esperanza Clinic Inc.,748999484V,Federally Qualified Health Center,Mental Health,17,TX,Designated,1/1/2002,,Tom Green County,,,-100.4345618,31.44475774
El Centro Del Barrio,748999482M,Federally Qualified Health Center,Mental Health,17,TX,Designated,12/2/2003,,Bexar County,,,-98.51619847,29.335905
North Central Texas Community Health Center,748999482N,Federally Qualified Health Center,Mental Health,19,TX,Designated,12/3/2003,,Wichita County,,,-98.49076733,33.92051944
Tyler County,7482925966,Geographic HPSA,Mental Health,17,TX,Designated,6/11/2008,,,Geographic Population,15.8,,
Clemons Prison,7489994806,Correctional Facility,Mental Health,0,TX,Withdrawn,8/16/1985,10/2/1995,,,,-99.33305008,31.46273304
Family Medicine of Levelland,748999481D,Rural Health Clinic,Mental Health,18,TX,Designated,8/15/2013,,Hockley County,,,-102.3697426,33.57409851
Pediatric Practice Association - Roma,64899948ND,Rural Health Clinic,Dental Health,21,TX,Designated,5/27/2015,,Starr County,,,-99.01962502,26.4118042
Clarendon Family Medical Center,74899948NW,Rural Health Clinic,Mental Health,14,TX,Designated,9/21/2016,,Donley County,,,-100.8974475,34.9453506
Polk County,7483327264,High Needs Geographic HPSA,Mental Health,17,TX,Designated,2/21/2012,,,Geographic Population,18,,
Lovett-Meredith Rural Health Clinic,74899948B1,Rural Health Clinic,Mental Health,15,TX,Designated,6/16/2009,,Young County,,,-98.75677033,33.37063549
Low Income - Midland,748999483H,HPSA Population,Mental Health,17,TX,Withdrawn,7/21/2005,12/27/2013,,Low Income Population HPSA,,,
McMullen County,7486015376,High Needs Geographic HPSA,Mental Health,10,TX,Designated,12/21/2007,,,Geographic Population,16.7,,
CF-William R. Boyd Unit,7484394545,Correctional Facility,Mental Health,21,TX,Proposed For Withdrawal,7/8/2016,,Freestone County,,,-96.20701,31.6755558
Boyd Prison,7489994880,Correctional Facility,Mental Health,0,TX,Withdrawn,3/31/1999,11/3/2011,,,,-99.33305008,31.46273304
Mission East Dallas (Medical) and Metroplex Project,74899948MN,Federally Qualified Health Center,Mental Health,16,TX,Designated,6/14/2011,,Dallas County,,,-96.66472427,32.8213675
East Texas Pediatrics,74899948O1,Rural Health Clinic,Mental Health,15,TX,Designated,11/22/2016,,Harrison County,,,-94.37172096,32.53990374
Hopkins,748223,Geographic HPSA,Mental Health,0,TX,Withdrawn,10/28/1994,9/15/2000,,Geographic Population,18.4,,
Diagnostic Prison,7489994809,Correctional Facility,Mental Health,0,TX,Withdrawn,8/16/1985,10/2/1995,,,,-99.33305008,31.46273304
Dalhart Family Medicine Clinic,74899948MB,Rural Health Clinic,Mental Health,15,TX,Designated,11/18/2010,,Hartley County,,,-102.5213367,36.05079869
Throckmorton County Rural Health Care Clinic,74899948MA,Rural Health Clinic,Mental Health,10,TX,Designated,11/15/2010,,Throckmorton County,,,-99.1772806,33.18980772
Concho County,7489611998,High Needs Geographic HPSA,Mental Health,10,TX,Designated,10/28/1994,,,Geographic Population,13.1,,
Bee Busy Wellness Center,748999482S,Federally Qualified Health Center,Mental Health,12,TX,Withdrawn,6/13/2014,10/10/2016,Harris County,,,-95.55257696,29.67528502
San Saba County,7489559810,High Needs Geographic HPSA,Mental Health,12,TX,Designated,2/11/2008,,,Geographic Population,14.8,,
Hilltop Prison,7489994819,Correctional Facility,Mental Health,0,TX,Withdrawn,9/16/1986,10/2/1995,,,,-99.33305008,31.46273304
Regence Health Network,748999481T,Federally Qualified Health Center,Mental Health,19,TX,Designated,11/26/2003,,Hale County,,,-101.7368772,34.18718299
CF-William G. McConnell Unit,7486266238,Correctional Facility,Mental Health,21,TX,Proposed For Withdrawal,6/14/2017,,Bee County,,,-97.72042072,28.37321442
Groveton Family Health Clinic,74899948NC,Rural Health Clinic,Mental Health,16,TX,Designated,4/22/2015,,Trinity County,,,-95.12824551,31.05502232
Rains County,7482398577,Geographic HPSA,Mental Health,12,TX,Designated,10/28/1994,,,Geographic Population,11.1,,
Winkler County,7485364206,Geographic HPSA,Mental Health,12,TX,Designated,4/14/2000,,,Geographic Population,11.9,,
Low Income - Smith County,7481729946,HPSA Population,Mental Health,18,TX,Designated,10/26/2018,,,Low Income Population HPSA,16.9,,
Third Ward Service Area,7485405053,High Needs Geographic HPSA,Mental Health,12,TX,Proposed For Withdrawal,3/7/2002,,,Geographic Population,39.3,,
Low Income - Ripley,748999484C,HPSA Population,Mental Health,0,TX,Withdrawn,6/6/2007,3/2/2012,,Low Income Population HPSA,,,
Terrell State Hospital,7489994827,State Mental Hospital,Mental Health,0,TX,Withdrawn,8/5/1985,11/3/2011,,,,-99.33305008,31.46273304
San Angelo State School,748999480M,State Mental Hospital,Mental Health,0,TX,Withdrawn,7/26/2001,11/3/2011,,,,-99.33305008,31.46273304
Reagan County,7489437223,Geographic HPSA,Mental Health,11,TX,Designated,10/28/1994,,,Geographic Population,17.6,,
Real County,7485660639,Geographic HPSA,Mental Health,12,TX,Designated,12/7/2005,,,Geographic Population,19.2,,
Coke County,7484874751,High Needs Geographic HPSA,Mental Health,11,TX,Designated,10/28/1994,,,Geographic Population,11.9,,
Low Income-Jefferson County,7481404641,HPSA Population,Mental Health,16,TX,Designated,9/20/2018,,,Low Income Population HPSA,20,,
Knox County,7485783486,Geographic HPSA,Mental Health,12,TX,Designated,10/27/2003,,,Geographic Population,18.3,,
McCulloch County,7483018055,High Needs Geographic HPSA,Mental Health,16,TX,Designated,2/11/2008,,,Geographic Population,18.7,,
Shackelford County Community Resource Center,748999483Q,Federally Qualified Health Center,Mental Health,19,TX,Designated,9/30/2005,,Shackelford County,,,-99.28848983,32.73176725
Hartley County,7486314153,Geographic HPSA,Mental Health,12,TX,Designated,4/13/2010,,,Geographic Population,8.9,,
LCHD Dba Family Wellness Rural Health Clinic,74899948O6,Rural Health Clinic,Mental Health,17,TX,Designated,9/28/2018,,Lynn County,,,-101.8002917,33.16643148
Parker County,748367,Geographic HPSA,Mental Health,13,TX,Withdrawn,2/12/1990,6/27/2013,,Geographic Population,,,
Brazoria,748039,Geographic HPSA,Mental Health,0,TX,Withdrawn,1/26/2001,6/29/2012,,Geographic Population,,,
Triangle AIDS Network,64899948NQ,Federally Qualified Health Center,Dental Health,18,TX,Designated,8/1/2015,,Jefferson County,,,-94.12055429,30.0953343
Hutchinson County,7482489809,Geographic HPSA,Mental Health,18,TX,Designated,4/14/2000,,,Geographic Population,16.3,,
Webb County,748479,High Needs Geographic HPSA,Mental Health,14,TX,Withdrawn,8/28/2008,7/2/2018,,Geographic Population,32,,
Wheeler County,7481838063,Geographic HPSA,Mental Health,12,TX,Designated,4/14/2000,,,Geographic Population,13.8,,
Sherman County,7484604795,Geographic HPSA,Mental Health,11,TX,Designated,9/14/2010,,,Geographic Population,16,,
Panola County,7486276903,Geographic HPSA,Mental Health,16,TX,Designated,7/15/2008,,,Geographic Population,13.8,,
Kent County,7483293114,Geographic HPSA,Mental Health,10,TX,Designated,12/7/2005,,,Geographic Population,10.4,,
Lee County,7484775285,Geographic HPSA,Mental Health,16,TX,Designated,4/2/2010,,,Geographic Population,14.9,,
Dewitt County,7482077784,High Needs Geographic HPSA,Mental Health,17,TX,Designated,5/17/2012,,,Geographic Population,13.6,,
Hale County,748189,Geographic HPSA,Mental Health,14,TX,Designated,4/13/2018,,,Geographic Population,24.1,,
CF - Rev Catchment Area Holliday Transfer Facility,7488062975,Correctional Facility,Mental Health,12,TX,Proposed For Withdrawal,7/8/2016,,Walker County,,,-95.57681537,30.72644715
Gateway Community Health Center,748999482G,Federally Qualified Health Center,Mental Health,19,TX,Designated,12/2/2003,,Webb County,,,-99.47301299,27.53056047
CF-Pack Facility,7486251334,Correctional Facility,Mental Health,12,TX,Designated,10/27/2016,,Grimes County,,,-96.09899584,30.32569338
Sutton County,7486587811,Geographic HPSA,Mental Health,10,TX,Designated,4/14/2000,,,Geographic Population,6.3,,
Reeves County,7482088308,Geographic HPSA,Mental Health,15,TX,Designated,4/14/2000,,,Geographic Population,18.5,,
San Patricio County,7481525526,Geographic HPSA,Mental Health,11,TX,Designated,9/14/2010,,,Geographic Population,16.2,,
Cass County,7481523692,High Needs Geographic HPSA,Mental Health,18,TX,Designated,10/28/1994,,,Geographic Population,20.8,,
Clay,748077,Geographic HPSA,Mental Health,0,TX,Withdrawn,4/14/2000,11/3/2011,,Geographic Population,,,
CF-Lucile Plane State Jail,7484454510,Correctional Facility,Mental Health,12,TX,Proposed For Withdrawal,7/8/2016,,Liberty County,,,-94.93464785,30.10013652
Duncan Prison,7489994882,Correctional Facility,Mental Health,0,TX,Withdrawn,3/31/1999,6/29/2012,Angelina County,,,-94.80448272,31.16989349
Project Vida Health Center,748999483V,Federally Qualified Health Center,Mental Health,20,TX,Designated,12/1/2004,,El Paso County,,,-106.4505598,31.77135148
Grayson County,7486326205,Geographic HPSA,Mental Health,16,TX,Designated,10/26/2018,,,Geographic Population,15.5,,
Centro De Salud Familiar La Fe Inc.,748999482A,Federally Qualified Health Center,Mental Health,17,TX,Designated,11/26/2003,,El Paso County,,,-106.4800196,31.75378423
Seton Highland Lakes Clinic Marbles Fall,74899948MF,Rural Health Clinic,Mental Health,0,TX,Withdrawn,1/25/2011,5/22/2018,Burnet County,,,-98.27484945,30.55905729
Eastham Unit,7482710742,Correctional Facility,Mental Health,21,TX,Designated,5/18/2016,,Houston County,,,-95.63126544,30.97790102
"CF-a.M. ""Mac"" Stringfellow Unit",7484550469,Correctional Facility,Mental Health,12,TX,Designated,4/24/2017,,Brazoria County,,,-95.4700473,29.30229718
