HPSA_Name,HPSA_ID,Designation_Type,HPSA_Discipline_Class,HPSA_Score,Primary_State_Abbreviation,HPSA_Status,HPSA_Designation_Date,Withdrawn_Date,County_Name,HPSA Population Type,%of_Population_Below_100%_Poverty,Longitude,Latitude
Wise,148497,Geographic HPSA,Primary Care,7,TX,Withdrawn,06/12/1978,12/05/2013,,Geographic Population,,,
Yoakum County,148501,Geographic HPSA,Primary Care,12,TX,Withdrawn,02/21/2012,07/02/2018,,Geographic Population,10.8,,
Acres Home,1487405244,High Needs Geographic HPSA,Primary Care,7,TX,Designated,05/13/1993,,,Geographic Population,28.7,,
Bee County,1486602101,High Needs Geographic HPSA,Primary Care,15,TX,Designated,05/31/1979,,,Geographic Population,23.2,,
Bosque County,1489910103,High Needs Geographic HPSA,Primary Care,5,TX,Designated,08/25/2017,,,Geographic Population,14.3,,
Brooks County,1488007976,High Needs Geographic HPSA,Primary Care,16,TX,Designated,02/11/1992,,,Geographic Population,35.9,,
Castro County,1486386570,High Needs Geographic HPSA,Primary Care,9,TX,Designated,08/01/2013,,,Geographic Population,19.4,,
Coke County,1482636607,High Needs Geographic HPSA,Primary Care,15,TX,Designated,08/31/1988,,,Geographic Population,11.9,,
Coleman County,1489222965,High Needs Geographic HPSA,Primary Care,11,TX,Designated,07/19/1989,,,Geographic Population,20.9,,
Crosby County,1488521955,High Needs Geographic HPSA,Primary Care,13,TX,Designated,06/14/1978,,,Geographic Population,23.7,,
Culberson,148109,High Needs Geographic HPSA,Primary Care,10,TX,Withdrawn,10/21/1980,06/27/2013,,Geographic Population,,,
Dawson County,1486991636,High Needs Geographic HPSA,Primary Care,14,TX,Designated,10/21/1980,,,Geographic Population,18.9,,
Del Valle,148999482U,High Needs Geographic HPSA,Primary Care,0,TX,Withdrawn,09/10/2001,06/29/2012,,Geographic Population,,,
Delta County,1482340981,High Needs Geographic HPSA,Primary Care,16,TX,Designated,11/30/1984,,,Geographic Population,20.2,,
Dickens County,1489074158,High Needs Geographic HPSA,Primary Care,21,TX,Designated,06/14/1978,,,Geographic Population,15.7,,
Dimmit County,148127,High Needs Geographic HPSA,Primary Care,11,TX,Withdrawn,11/08/1985,06/27/2013,,Geographic Population,,,
Donley County,1485581241,High Needs Geographic HPSA,Primary Care,15,TX,Designated,06/28/1978,,,Geographic Population,14.9,,
Duval County,1485640145,High Needs Geographic HPSA,Primary Care,19,TX,Designated,11/30/1984,,,Geographic Population,23.6,,
Eastland County,1484458567,High Needs Geographic HPSA,Primary Care,8,TX,Designated,05/18/2012,,,Geographic Population,20.6,,
Edwards County,148137,High Needs Geographic HPSA,Primary Care,13,TX,Withdrawn,11/16/2009,07/02/2018,,Geographic Population,15.9,,
Falls County,148145,High Needs Geographic HPSA,Primary Care,16,TX,Designated,04/15/2018,,,Geographic Population,21.8,,
Foard County,1486391815,High Needs Geographic HPSA,Primary Care,11,TX,Designated,03/31/1993,,,Geographic Population,6.9,,
Gaines County,1485830907,High Needs Geographic HPSA,Primary Care,7,TX,Designated,12/29/2017,,,Geographic Population,14.8,,
Galena Service Area,1489923034,High Needs Geographic HPSA,Primary Care,9,TX,Designated,04/10/2012,,,Geographic Population,28.7,,
Gray County,1484312570,High Needs Geographic HPSA,Primary Care,7,TX,Designated,04/13/2018,,,Geographic Population,13.6,,
Hall County,1489481654,High Needs Geographic HPSA,Primary Care,14,TX,Designated,09/15/1998,,,Geographic Population,24.1,,
Hardin,148199,High Needs Geographic HPSA,Primary Care,0,TX,Withdrawn,06/12/1978,11/03/2011,,Geographic Population,,,
Hill County,1489211501,High Needs Geographic HPSA,Primary Care,9,TX,Designated,04/03/2012,,,Geographic Population,19.5,,
Houston County,1488066021,High Needs Geographic HPSA,Primary Care,18,TX,Designated,04/17/2012,,,Geographic Population,22.5,,
Hudspeth County,148229,High Needs Geographic HPSA,Primary Care,20,TX,Withdrawn,01/23/1979,11/13/2013,,Geographic Population,,,
Jim Hogg County,1484203330,High Needs Geographic HPSA,Primary Care,19,TX,Designated,06/07/1979,,,Geographic Population,15.8,,
Jim Wells County,1487161773,High Needs Geographic HPSA,Primary Care,12,TX,Designated,07/22/2011,,,Geographic Population,20.4,,
Jones County,148253,High Needs Geographic HPSA,Primary Care,11,TX,Withdrawn,09/26/1994,07/02/2018,,Geographic Population,16.7,,
Karnes County,1487465988,High Needs Geographic HPSA,Primary Care,12,TX,Designated,10/31/1985,,,Geographic Population,23.1,,
Kenedy County,1487687007,High Needs Geographic HPSA,Primary Care,9,TX,Designated,08/18/1994,,,Geographic Population,26.1,,
King County,1482574235,High Needs Geographic HPSA,Primary Care,4,TX,Designated,06/14/1978,,,Geographic Population,7.2,,
Kinney County,1483331384,High Needs Geographic HPSA,Primary Care,17,TX,Designated,07/19/1978,,,Geographic Population,25.3,,
La Salle County,1481143824,High Needs Geographic HPSA,Primary Care,17,TX,Designated,07/19/1978,,,Geographic Population,16.4,,
Lamb County,1484944121,High Needs Geographic HPSA,Primary Care,9,TX,Designated,05/07/1991,,,Geographic Population,23.2,,
Leon County,1487194828,High Needs Geographic HPSA,Primary Care,12,TX,Designated,12/26/1989,,,Geographic Population,13.5,,
Lisbon Service Area,1489994822,High Needs Geographic HPSA,Primary Care,8,TX,Withdrawn,08/28/1978,07/02/2018,,Geographic Population,39.6,,
Lynn County,1481748378,High Needs Geographic HPSA,Primary Care,15,TX,Designated,06/14/1978,,,Geographic Population,18,,
Marion County,1488644833,High Needs Geographic HPSA,Primary Care,15,TX,Designated,09/15/1980,,,Geographic Population,23.8,,
Maverick County,148323,High Needs Geographic HPSA,Primary Care,10,TX,Designated,12/29/2017,,,Geographic Population,29.8,,
McCulloch County,148307,High Needs Geographic HPSA,Primary Care,10,TX,Withdrawn,07/02/2014,07/02/2018,,Geographic Population,18.7,,
McMullen County,1484109702,High Needs Geographic HPSA,Primary Care,8,TX,Designated,08/31/1988,,,Geographic Population,16.7,,
Midland County,1487890526,High Needs Geographic HPSA,Primary Care,5,TX,Designated,06/29/2015,,,Geographic Population,10,,
Milam County,148331,High Needs Geographic HPSA,Primary Care,7,TX,Withdrawn,03/31/1993,07/02/2018,,Geographic Population,19.4,,
Mills County,148333,High Needs Geographic HPSA,Primary Care,11,TX,Withdrawn,06/14/1978,07/02/2018,,Geographic Population,12.1,,
Motley County,1483162840,High Needs Geographic HPSA,Primary Care,8,TX,Designated,08/04/1981,,,Geographic Population,14.4,,
Navarro County,148349,High Needs Geographic HPSA,Primary Care,7,TX,Withdrawn,04/17/2012,07/02/2018,,Geographic Population,21.8,,
Newton County,148351,High Needs Geographic HPSA,Primary Care,11,TX,Withdrawn,03/22/2012,07/02/2018,,Geographic Population,,,
North Central,1483036369,High Needs Geographic HPSA,Primary Care,10,TX,Designated,11/07/2001,,,Geographic Population,39.5,,
Northwest Bexar,1484825080,High Needs Geographic HPSA,Primary Care,9,TX,Designated,06/10/2002,,,Geographic Population,32.5,,
Parmer County,148369,High Needs Geographic HPSA,Primary Care,18,TX,Withdrawn,07/18/1980,07/02/2018,,Geographic Population,16.4,,
Pecos,148371,High Needs Geographic HPSA,Primary Care,12,TX,Withdrawn,10/29/2010,11/18/2013,,Geographic Population,,,
Polk County,148373,High Needs Geographic HPSA,Primary Care,10,TX,Withdrawn,06/12/1978,07/02/2018,,Geographic Population,18,,
Poly/Stop Six,1489994805,High Needs Geographic HPSA,Primary Care,8,TX,Withdrawn,06/24/1979,07/02/2018,,Geographic Population,38.5,,
Presidio County,148377,High Needs Geographic HPSA,Primary Care,12,TX,Designated,08/31/2018,,,Geographic Population,24.5,,
Real County,1484397630,High Needs Geographic HPSA,Primary Care,17,TX,Designated,09/20/1999,,,Geographic Population,19.2,,
Red River County,1489517034,High Needs Geographic HPSA,Primary Care,14,TX,Designated,08/31/1988,,,Geographic Population,17.6,,
Reeves County,148389,High Needs Geographic HPSA,Primary Care,17,TX,Withdrawn,10/21/1980,07/02/2018,,Geographic Population,18.5,,
Refugio County,1482246439,High Needs Geographic HPSA,Primary Care,15,TX,Designated,11/04/1985,,,Geographic Population,17.2,,
Robertson County,1484005679,High Needs Geographic HPSA,Primary Care,13,TX,Designated,03/31/1993,,,Geographic Population,18.9,,
Runnels County,148399,High Needs Geographic HPSA,Primary Care,11,TX,Withdrawn,09/10/1998,07/02/2018,,Geographic Population,23.7,,
Rural Laredo,1488531699,High Needs Geographic HPSA,Primary Care,14,TX,Designated,12/21/2011,,,Geographic Population,31.2,,
Sabine County,1486603407,High Needs Geographic HPSA,Primary Care,16,TX,Designated,06/12/1978,,,Geographic Population,25.3,,
San Antonio (West Side),1489994827,High Needs Geographic HPSA,Primary Care,9,TX,Withdrawn,05/18/1978,07/02/2018,,Geographic Population,34.2,,
San Augustine County,1489364796,High Needs Geographic HPSA,Primary Care,13,TX,Designated,09/21/1989,,,Geographic Population,23.7,,
San Jacinto County,1487974373,High Needs Geographic HPSA,Primary Care,18,TX,Designated,06/12/1978,,,Geographic Population,20.1,,
Scurry County,1485455018,High Needs Geographic HPSA,Primary Care,9,TX,Designated,12/14/2015,,,Geographic Population,12.7,,
Settegast,14899948G2,High Needs Geographic HPSA,Primary Care,10,TX,Withdrawn,12/20/2007,07/02/2018,,Geographic Population,33.2,,
Shelby County,1482084713,High Needs Geographic HPSA,Primary Care,17,TX,Designated,12/20/2007,,,Geographic Population,23.1,,
South Austin,1489994894,High Needs Geographic HPSA,Primary Care,18,TX,Withdrawn,03/17/1995,06/27/2013,,Geographic Population,,,
South Central Houston,1484760746,High Needs Geographic HPSA,Primary Care,11,TX,Designated,05/06/1999,,,Geographic Population,29.9,,
South Laredo,1485567056,High Needs Geographic HPSA,Primary Care,15,TX,Designated,01/25/2006,,,Geographic Population,43.9,,
South Potter,1483317178,High Needs Geographic HPSA,Primary Care,10,TX,Designated,06/24/2002,,,Geographic Population,28.9,,
Southeast Midland City,148999483L,High Needs Geographic HPSA,Primary Care,0,TX,Withdrawn,11/29/2001,06/29/2012,,Geographic Population,,,
Starr County,1487553424,High Needs Geographic HPSA,Primary Care,15,TX,Designated,06/07/1979,,,Geographic Population,38.9,,
Swisher County,148437,High Needs Geographic HPSA,Primary Care,13,TX,Withdrawn,02/09/2012,07/02/2018,,Geographic Population,22,,
Terrell County,1486339436,High Needs Geographic HPSA,Primary Care,8,TX,Designated,10/21/1980,,,Geographic Population,16.8,,
Trinity County,1483988452,High Needs Geographic HPSA,Primary Care,15,TX,Designated,06/12/1978,,,Geographic Population,16,,
Uvalde,148463,High Needs Geographic HPSA,Primary Care,0,TX,Withdrawn,07/19/1989,10/19/2009,,Geographic Population,24.3,,
Uvalde County,1482904080,High Needs Geographic HPSA,Primary Care,10,TX,Designated,12/29/2017,,,Geographic Population,23.6,,
Val Verde County,1489440199,High Needs Geographic HPSA,Primary Care,14,TX,Designated,07/22/2011,,,Geographic Population,22.3,,
Ward County,148475,High Needs Geographic HPSA,Primary Care,9,TX,Withdrawn,10/21/1980,07/02/2018,,Geographic Population,17.9,,
Western Brazos,1486502526,High Needs Geographic HPSA,Primary Care,6,TX,Designated,05/10/2002,,,Geographic Population,38.1,,
Willacy County,1487379586,High Needs Geographic HPSA,Primary Care,8,TX,Designated,06/07/1979,,,Geographic Population,37.9,,
Zapata County,1486083050,High Needs Geographic HPSA,Primary Care,18,TX,Designated,06/07/1979,,,Geographic Population,36.4,,
Zavala County,1486963609,High Needs Geographic HPSA,Primary Care,9,TX,Designated,11/08/1985,,,Geographic Population,32.3,,
Low Income - McCulloch County,14899948G9,HPSA Population,Primary Care,23,TX,Withdrawn,01/26/2009,06/27/2013,,Geographic Population,,,
Beaver County,1498000014,Geographic HPSA,Primary Care,12,UT,Designated,08/24/2018,,,Geographic Population,11.7,,
Blanding/Monticello,1499994902,Geographic HPSA,Primary Care,0,UT,Withdrawn,07/10/1979,02/04/1997,,Geographic Population,21.7,,
Box Elder County,1497743635,Geographic HPSA,Primary Care,9,UT,Designated,10/03/2017,,,Geographic Population,9.5,,
Castle Dale,1499994903,Geographic HPSA,Primary Care,0,UT,Withdrawn,12/17/1980,09/30/1996,,Geographic Population,10.3,,
Central and West Ogden,1499994901,Geographic HPSA,Primary Care,0,UT,Withdrawn,01/04/1979,03/02/1993,,Geographic Population,24,,
Coalville/Kamas,1499994931,Geographic HPSA,Primary Care,0,UT,Withdrawn,05/12/1995,11/03/2011,,Geographic Population,,,
Daggett County,1498225139,Geographic HPSA,Primary Care,6,UT,Designated,05/24/1978,,,Geographic Population,9.6,,
Delta,1497976942,Geographic HPSA,Primary Care,8,UT,Designated,09/15/2017,,,Geographic Population,12.8,,
Delta,1499994912,Geographic HPSA,Primary Care,0,UT,Withdrawn,01/06/1984,01/29/1992,,Geographic Population,0,,
Duchesne City,1499994907,Geographic HPSA,Primary Care,0,UT,Withdrawn,05/05/1981,06/01/1983,,Geographic Population,16,,
Dugway-Wendover,1499994909,Geographic HPSA,Primary Care,14,UT,Withdrawn,11/16/2010,06/26/2017,,Geographic Population,,,
East Carbon County,149999498C,Geographic HPSA,Primary Care,12,UT,Withdrawn,12/16/2011,07/02/2018,,Geographic Population,,,
Emery County,1496616221,Geographic HPSA,Primary Care,14,UT,Designated,09/30/1996,,,Geographic Population,11.3,,
Enterprise,1499994915,Geographic HPSA,Primary Care,0,UT,Withdrawn,08/10/1984,05/28/1998,,Geographic Population,16.8,,
Eureka/West Juab,1494862448,Geographic HPSA,Primary Care,6,UT,Designated,03/05/2009,,,Geographic Population,13.3,,
Fillmore,1499994905,Geographic HPSA,Primary Care,0,UT,Withdrawn,12/22/1980,06/15/1988,,Geographic Population,14,,
Grand,149019,Geographic HPSA,Primary Care,9,UT,Withdrawn,01/14/2003,09/12/2012,,Geographic Population,,,
Green River,1499994914,Geographic HPSA,Primary Care,0,UT,Withdrawn,06/11/1984,09/30/1996,,Geographic Population,13.2,,
Hanksville Service Area,1497910015,Geographic HPSA,Primary Care,9,UT,Designated,08/26/2013,,,Geographic Population,35.9,,
Kanab/Fredonia (UT/AZ),1499994920,Geographic HPSA,Primary Care,0,UT,Withdrawn,12/26/1989,08/19/2002,,Geographic Population,21.1,,
Kane County,1492502651,Geographic HPSA,Primary Care,10,UT,Designated,03/14/2017,,,Geographic Population,8.5,,
Millard,149027,Geographic HPSA,Primary Care,0,UT,Withdrawn,01/29/1992,09/21/2010,,Geographic Population,,,
Moab,1499994925,Geographic HPSA,Primary Care,0,UT,Withdrawn,03/19/1992,09/30/1996,,Geographic Population,16.1,,
Mohave North,1499994910,Geographic HPSA,Primary Care,0,UT,Withdrawn,06/18/1982,09/10/2002,,Geographic Population,31.1,,
Montezuma Creek,1499994906,Geographic HPSA,Primary Care,0,UT,Withdrawn,03/03/1981,02/04/1997,,Geographic Population,46,,
Morgan,149029,Geographic HPSA,Primary Care,0,UT,Withdrawn,06/11/2002,04/10/2012,,Geographic Population,,,
Mount Pleasant/Ephriam,1499994921,Geographic HPSA,Primary Care,0,UT,Withdrawn,02/22/1991,03/11/1992,,Geographic Population,16.7,,
N.W./Westside Salt Lake,1499994908,Geographic HPSA,Primary Care,0,UT,Withdrawn,10/26/1981,04/15/1985,,Geographic Population,14,,
Orderville,1499994979,Geographic HPSA,Primary Care,0,UT,Withdrawn,09/28/2007,07/21/2011,,Geographic Population,,,
Panguitch,1499994919,Geographic HPSA,Primary Care,0,UT,Withdrawn,09/06/1989,12/02/1998,,Geographic Population,14.9,,
Parowan,1499994926,Geographic HPSA,Primary Care,0,UT,Withdrawn,03/31/1992,05/30/1997,,Geographic Population,11.9,,
Rich County,1499157122,Geographic HPSA,Primary Care,13,UT,Designated,05/24/1978,,,Geographic Population,11.6,,
Richfield,1499994913,Geographic HPSA,Primary Care,0,UT,Withdrawn,03/14/1984,09/13/1991,,Geographic Population,8.7,,
San Juan,149037,Geographic HPSA,Primary Care,0,UT,Withdrawn,02/04/1997,11/02/2010,,Geographic Population,,,
Sevier,149041,Geographic HPSA,Primary Care,0,UT,Withdrawn,03/14/1984,09/28/2010,,Geographic Population,,,
South Morgan,1498048569,Geographic HPSA,Primary Care,5,UT,Designated,04/10/2012,,,Geographic Population,0.7,,
Tooele,149045,Geographic HPSA,Primary Care,0,UT,Withdrawn,05/24/1978,11/16/2010,,Geographic Population,,,
Tooele,1499994904,Geographic HPSA,Primary Care,0,UT,Withdrawn,12/17/1980,09/30/1996,,Geographic Population,10.7,,
Tooele County,1493947638,Geographic HPSA,Primary Care,9,UT,Designated,10/14/2016,,,Geographic Population,8.7,,
Uintah and Ouray,1491335145,Geographic HPSA,Primary Care,17,UT,Designated,11/19/2013,,,Geographic Population,18.4,,
Vernal,1499994918,Geographic HPSA,Primary Care,0,UT,Withdrawn,02/13/1987,04/04/1996,,Geographic Population,14.3,,
West Box Elder County,1499994924,Geographic HPSA,Primary Care,12,UT,Withdrawn,08/19/2013,07/02/2018,,Geographic Population,,,
Beaver County,149001,High Needs Geographic HPSA,Primary Care,11,UT,Withdrawn,05/10/2012,07/02/2018,,Geographic Population,12.9,,
Piute County,1491942801,High Needs Geographic HPSA,Primary Care,13,UT,Designated,05/24/1978,,,Geographic Population,28,,
Salt Lake Service Area,1496797264,High Needs Geographic HPSA,Primary Care,11,UT,Designated,10/26/2018,,,Geographic Population,24.8,,
Thompson Springs/Uintah/Ouray,1493277509,High Needs Geographic HPSA,Primary Care,9,UT,Designated,09/11/2012,,,Geographic Population,33.7,,
Amelia County,1511190533,Geographic HPSA,Primary Care,9,VA,Designated,06/07/1978,,,Geographic Population,9.5,,
Amherst County,1512466369,Geographic HPSA,Primary Care,9,VA,Designated,05/09/2011,,,Geographic Population,11.2,,
Appomattox County,1511189283,Geographic HPSA,Primary Care,12,VA,Designated,04/14/1986,,,Geographic Population,18.2,,
Bath County,1519010738,Geographic HPSA,Primary Care,9,VA,Designated,11/04/1983,,,Geographic Population,9.3,,
Beaverdam/Montpelier,1519995149,Geographic HPSA,Primary Care,0,VA,Withdrawn,03/07/1995,11/30/2006,,Geographic Population,,,
Bedford County,1517918764,Geographic HPSA,Primary Care,12,VA,Designated,08/25/2017,,,Geographic Population,10.1,,
Berlin-Ivor,1519995127,Geographic HPSA,Primary Care,0,VA,Withdrawn,06/07/1978,06/29/2012,,Geographic Population,,,
Big Island,15199951S2,Geographic HPSA,Primary Care,10,VA,Withdrawn,02/02/2012,07/02/2018,,Geographic Population,,,
Big Island,1519995111,Geographic HPSA,Primary Care,0,VA,Withdrawn,12/22/1978,09/18/2011,,Geographic Population,,,
Bland County,1512748735,Geographic HPSA,Primary Care,11,VA,Designated,06/12/1978,,,Geographic Population,13.5,,
Botetourt,151023,Geographic HPSA,Primary Care,0,VA,Withdrawn,06/12/1978,12/31/1983,,Geographic Population,7,,
Brunswick County,1519257329,Geographic HPSA,Primary Care,16,VA,Designated,01/14/2003,,,Geographic Population,23.5,,
Brunswick/LA Crosse,1519995157,Geographic HPSA,Primary Care,0,VA,Withdrawn,09/30/1998,08/05/2003,,Geographic Population,22.7,,
Buchanan,151027,Geographic HPSA,Primary Care,0,VA,Withdrawn,06/12/1978,01/05/2012,,Geographic Population,,,
Buckingham/Cumberland,1519995165,Geographic HPSA,Primary Care,0,VA,Withdrawn,08/15/2000,04/26/2011,,Geographic Population,,,
Campbell County,1514728587,Geographic HPSA,Primary Care,9,VA,Designated,09/06/2018,,,Geographic Population,12.4,,
Caroline County,1518818472,Geographic HPSA,Primary Care,9,VA,Designated,06/07/1978,,,Geographic Population,12.5,,
Carroll/Grayson/Galax,151999511H,Geographic HPSA,Primary Care,0,VA,Withdrawn,12/05/2006,06/29/2012,,Geographic Population,,,
